,20180703이용횟수
71092.0,9
4100130.0,235
4108123.0,273
4117265.0,242
4114207.0,178
4160282.0,198
4123693.0,228
4197662.0,122
4116853.0,1217
4160362.0,250
4199412.0,14
239.0,210
4120449.0,404
9012948.0,6
4170806.0,247
4170974.0,673
202.0,131
1025.0,18
4108062.0,852
4170943.0,704
4170243.0,1050
4117253.0,682
4108093.0,676
4117391.0,217
4117031.0,359
4116673.0,249
4102907.0,41
4100030.0,375
4130521.0,83
4150259.0,65
4130064.0,197
1855.0,869
4130131.0,1241
4103402.0,2
1704.0,394
4107846.0,364
4170984.0,118
4117233.0,418
4170263.0,213
4108050.0,349
4116899.0,1673
4100993.0,2
1803.0,57
4117231.0,777
4101019.0,9
4113321.0,312
4100521.0,6
4100386.0,104
4130082.0,13
4116900.0,2186
4150162.0,717
4199631.0,253
4130134.0,268
4199628.0,50
4116803.0,292
4116759.0,1075
4100102.0,226
4116919.0,365
1864.0,177
4116791.0,197
4160308.0,849
4108212.0,266
4117285.0,274
4116965.0,597
4120444.0,65
4116363.0,22
4116692.0,434
4101369.0,41
4116905.0,129
4170112.0,1012
4130370.0,20
4198442.0,100
4130349.0,114
4114450.0,151
1705.0,169
4117279.0,102
4100010.0,33
4100057.0,307
4130120.0,497
4108017.0,165
4117406.0,95
4170841.0,337
4176334.0,6
4116879.0,760
4101560.0,19
4114848.0,23
4114363.0,621
4100092.0,193
4108071.0,2464
4116868.0,300
1859.0,446
4116867.0,434
4103689.0,3
4117255.0,228
4117259.0,74
4108077.0,294
4117256.0,306
4108034.0,1234
4116630.0,4
4100061.0,299
4108231.0,605
4199496.0,245
4103566.0,51
4100035.0,414
4100084.0,414
4117371.0,66
1715.0,673
4105269.0,29
4107942.0,890
4150139.0,197
4116843.0,119
4116920.0,326
4170097.0,79
4114909.0,77
4199056.0,26
4177003.0,24
4199422.0,107
4113291.0,469
4100036.0,154
4179126.0,125
4197552.0,491
4100013.0,624
4116845.0,149
9136639.0,2
1701.0,192
4117315.0,253
4131032.0,118
4117035.0,120
4179223.0,483
4117044.0,320
4116816.0,399
8812.0,83
9000131.0,15
4116875.0,1160
4116837.0,805
4116834.0,247
9013133.0,4
4108163.0,61
4108143.0,455
4160297.0,53
4108176.0,392
4116754.0,963
1749.0,151
4116793.0,272
4116801.0,280
4116835.0,427
4105311.0,22
4506.0,41
4100158.0,477
4108121.0,268
4100047.0,204
4108092.0,790
8796.0,15
241.0,27
4108431.0,211
4170343.0,253
4116806.0,599
4115064.0,262
4100080.0,64
4117023.0,125
4116993.0,197
4117326.0,108
4116687.0,131
4117196.0,24
4116842.0,692
4114362.0,329
4170876.0,162
4176814.0,13
222.0,730
4108019.0,52
4107935.0,2321
4108196.0,308
4116994.0,371
4100113.0,525
4111922.0,153
4117250.0,47
4107668.0,713
4130171.0,6
4170267.0,96
4197464.0,978
9036839.0,9
4116971.0,244
4108164.0,1812
4103723.0,17
4170332.0,31
4111627.0,256
4179347.0,147
4116800.0,292
4150135.0,311
4114976.0,138
4197261.0,726
4179327.0,372
4131061.0,2
4199637.0,318
4100104.0,261
4105381.0,423
1754.0,212
4107937.0,1201
4100076.0,295
4100118.0,382
4116354.0,67
4105382.0,542
4115505.0,86
4160382.0,281
4116928.0,258
4116819.0,245
4116706.0,14
4116841.0,367
4179340.0,165
4198644.0,615
4199603.0,269
4116794.0,120
4130123.0,933
9806.0,1
1709.0,278
4198877.0,776
4108043.0,964
4130096.0,143
4108039.0,1417
4115105.0,11
4170282.0,108
4160266.0,164
4102811.0,41
4170415.0,189
4115251.0,3
4100145.0,332
4103670.0,114
4103666.0,5
4114075.0,114
4123448.0,41
4117069.0,102
4116678.0,680
4100101.0,496
4116505.0,163
4160380.0,351
4100041.0,240
4108224.0,404
4108047.0,143
4100006.0,203
4100009.0,16
1720.0,138
1721.0,206
4106958.0,12
4106959.0,12
4119379.0,1263
4160291.0,337
4100095.0,267
4120454.0,379
4121010.0,194
4179378.0,343
4101521.0,18
4117229.0,24
4116918.0,105
4108187.0,491
4170099.0,950
4197563.0,63
4100527.0,296
4110240.0,3
4116930.0,323
4116895.0,1807
4117364.0,110
4123658.0,94
4117050.0,260
4199884.0,22
423.0,46
2816.0,29
4100464.0,227
4108057.0,168
1007.0,41
4116792.0,330
216.0,154
4130544.0,147
4197425.0,247
4114212.0,59
4317.0,448
4130421.0,136
4151631.0,317
4195700.0,234
4108089.0,143
4111846.0,223
4116693.0,323
9011527.0,1
4108178.0,354
4108172.0,549
4117235.0,107
9002551.0,10
1882.0,10
4123388.0,10
4100086.0,140
4196049.0,64
4116708.0,290
4116813.0,195
4116716.0,125
4107951.0,317
74931.0,38
9348.0,3
4117055.0,221
4115.0,41
4100087.0,202
4160289.0,141
4130527.0,169
208.0,30
4170723.0,37
4108439.0,3
4160389.0,47
4116907.0,365
4100563.0,212
4123447.0,13
4130097.0,150
4112047.0,12
4111820.0,135
4111877.0,19
4111824.0,258
4115594.0,187
9009603.0,13
1457.0,942
4311.0,496
4117051.0,758
4107617.0,1
234.0,168
4107124.0,4
4111634.0,71
4179355.0,71
4199630.0,337
4111632.0,50
4108216.0,834
4130059.0,391
4116913.0,93
4114472.0,110
4114239.0,501
4315.0,472
4116973.0,119
1856.0,322
4123488.0,99
4110476.0,8
4170342.0,221
4108022.0,177
4195601.0,104
10730.0,11
4101431.0,21
4100135.0,109
4100153.0,287
4100072.0,150
4100067.0,186
4176356.0,36
4116807.0,247
4118320.0,5
4179335.0,325
4100064.0,222
4135070.0,314
4100646.0,243
4116910.0,661
4130032.0,619
4117052.0,396
4105383.0,287
4150118.0,18
4116940.0,659
4151567.0,228
4116925.0,160
2820.0,80
4150163.0,65
4135025.0,339
4108188.0,974
4111735.0,470
4123687.0,43
2750.0,95
4150344.0,265
4108056.0,128
4179361.0,94
4120750.0,220
331.0,140
2729.0,23
9012766.0,10
4107931.0,384
4116677.0,317
1717.0,966
4100014.0,25
4117319.0,191
4116671.0,1459
4199361.0,349
4170101.0,1131
4117324.0,31
341.0,28
4176475.0,181
9179237.0,89
4101988.0,236
4179350.0,367
4105371.0,122
4107943.0,389
4108222.0,646
4112026.0,195
4100649.0,106
4100562.0,267
4100111.0,181
4170110.0,175
4117271.0,49
4150161.0,141
4111624.0,87
4195599.0,253
4107919.0,42
4150159.0,330
4160346.0,153
4117286.0,177
4108113.0,658
4160256.0,48
4160227.0,66
4160249.0,375
4130350.0,124
4117329.0,38
4116718.0,142
4130173.0,13
4107930.0,879
4108095.0,163
4130443.0,3
4199474.0,46
8009290.0,484
4176512.0,7
4115417.0,29
1870.0,525
4101528.0,275
4170109.0,191
4116872.0,500
4130491.0,50
4176975.0,34
4160238.0,3
4116943.0,671
4108228.0,192
4130221.0,2
4100040.0,244
4119954.0,128
4111926.0,235
4100564.0,256
4170400.0,150
4111758.0,43
4100097.0,149
4110270.0,823
4117190.0,151
4116956.0,576
4116970.0,212
4198680.0,49
4111741.0,257
4111645.0,121
4176426.0,57
4111661.0,10
4110255.0,266
4111628.0,174
1872.0,523
4111873.0,344
4116893.0,473
4318.0,412
4121996.0,223
4116695.0,159
4108205.0,59
4121997.0,36
4111848.0,872
4116862.0,263
4116953.0,150
4199072.0,199
9150356.0,28
9118540.0,16
4130516.0,136
4116825.0,486
4160337.0,146
9010127.0,1
230.0,101
4199714.0,31
2527.0,30
4108150.0,349
2815.0,83
4122258.0,29
4108051.0,983
4150165.0,305
4100056.0,879
4100075.0,81
4100060.0,183
9119116.0,4
4197690.0,364
4130356.0,128
4151541.0,144
9009428.0,1
4176308.0,48
4116963.0,432
4108138.0,386
4179334.0,595
1729.0,283
4105297.0,178
4101530.0,59
4116980.0,235
4105372.0,87
4160309.0,485
9012713.0,1
7101696.0,399
4150271.0,4
9012698.0,5
4176843.0,51
4108128.0,288
4105634.0,58
4116755.0,484
4130062.0,139
4197591.0,360
4196091.0,51
4170995.0,341
1865.0,464
4108026.0,349
4116395.0,375
4103642.0,131
1001.0,15
4108133.0,180
4108146.0,289
4108011.0,199
4105378.0,217
4111880.0,8
4116888.0,400
4179321.0,340
4199191.0,99
4100606.0,126
4100565.0,284
4110286.0,223
4100645.0,110
4100018.0,566
9117184.0,131
4197593.0,460
4160270.0,454
4510.0,44
4176772.0,41
4199654.0,326
4120435.0,117
4178982.0,91
4103639.0,186
4105238.0,9
4117030.0,787
4135597.0,163
4117048.0,260
2529.0,21
4100444.0,296
9008151.0,24
4117239.0,230
4120447.0,7
4121813.0,133
4107934.0,1106
4117071.0,240
4100083.0,639
4195705.0,238
4116181.0,147
4197465.0,512
4108134.0,602
1853.0,297
1854.0,422
4199895.0,103
4116952.0,147
4171028.0,3
4108114.0,584
4105.0,9
1889.0,5
4130434.0,230
4111875.0,452
4122635.0,17
4107936.0,555
4119429.0,9
4130340.0,33
4108105.0,119
4116984.0,144
4116889.0,82
4117032.0,723
4100090.0,108
4150160.0,223
4111745.0,171
4116898.0,425
4116869.0,121
4108227.0,229
7773.0,8
4150179.0,96
4100650.0,877
74935.0,44
4196107.0,18
4150343.0,10
4116857.0,97
4130057.0,174
4107125.0,5
4160349.0,54
4195060.0,27
4111736.0,585
4116828.0,701
4121024.0,96
4170570.0,710
4116854.0,537
4105374.0,66
4116749.0,110
1708.0,559
4116995.0,49
4117057.0,334
4100577.0,611
4117062.0,91
4100085.0,152
4112031.0,440
4116982.0,1073
4116855.0,97
4116955.0,229
4116967.0,383
4116731.0,78
4119371.0,64
4107865.0,62
4121008.0,959
4197470.0,329
4199435.0,1079
4179386.0,299
4101883.0,23
4108064.0,312
4116954.0,130
4150193.0,96
4105746.0,2
4111746.0,93
4117840.0,15
4100159.0,388
339.0,34
4170245.0,292
1005.0,81
4108169.0,313
4179319.0,490
8501897.0,16
4100529.0,270
329.0,85
4130083.0,231
4170105.0,262
4100644.0,234
4117386.0,77
4107946.0,417
4108103.0,420
4130354.0,276
4100020.0,527
4117022.0,167
4119808.0,50
76345.0,3
4116696.0,303
4151726.0,78
4151725.0,143
4170120.0,49
4122176.0,213
4102921.0,158
4116682.0,468
4114238.0,292
1861.0,147
333.0,38
4117227.0,150
1756.0,90
4199074.0,279
1860.0,103
4116881.0,288
9108231.0,231
4100091.0,113
1707.0,455
2824.0,147
4103256.0,37
4103623.0,157
4103592.0,41
4112187.0,5
4112179.0,2
1505.0,15
4105329.0,25
1753.0,53
4150150.0,119
4113627.0,97
4116352.0,59
4118369.0,8
4116929.0,88
4179316.0,134
4116565.0,13
4114967.0,37
4116788.0,1021
154.0,44
4116353.0,271
4179349.0,82
4118279.0,260
4111625.0,154
4150255.0,97
4119247.0,16
4209.0,3
426.0,49
4100120.0,213
4107932.0,371
4160306.0,389
4110765.0,2
4113600.0,100
10762.0,9
4195613.0,165
4100069.0,143
10765.0,26
4120438.0,324
4100077.0,322
4117010.0,252
4108158.0,299
4116978.0,91
4114205.0,361
4108166.0,160
4170272.0,181
4130519.0,263
4150178.0,76
4116808.0,408
4117268.0,217
4130116.0,445
4199077.0,196
1456.0,235
4108175.0,440
4116921.0,201
4116870.0,161
4116863.0,282
4100038.0,326
2542.0,7
4100462.0,109
4116680.0,293
4102823.0,181
4150171.0,350
4197539.0,26
4176946.0,315
4170421.0,66
4170351.0,57
4121025.0,115
4170353.0,195
4112033.0,261
4114340.0,63
4117060.0,115
4117260.0,77
4130129.0,356
4108098.0,217
4116909.0,239
4115048.0,162
4170498.0,103
4130157.0,38
4140.0,3
1006.0,289
4100441.0,275
4108155.0,23
4100573.0,8
4107948.0,621
4101526.0,256
4135037.0,679
4135035.0,47
4160350.0,60
4116734.0,95
4111728.0,35
1863.0,201
4114743.0,133
4119321.0,51
4116747.0,37
4130552.0,52
4130053.0,34
4151559.0,94
4170356.0,74
4170731.0,190
232.0,365
9010992.0,10
4116660.0,260
4116861.0,29
4160311.0,125
4115187.0,12
4103545.0,68
72279.0,15
9151651.0,123
4178214.0,29
4120437.0,51
4197608.0,74
4119032.0,43
4105328.0,12
4130358.0,12
4113743.0,6
4150253.0,111
4116666.0,117
4105201.0,20
4113318.0,68
4130431.0,39
4115117.0,21
4103814.0,19
4123689.0,162
4117046.0,56
4100116.0,1182
4100100.0,114
4150332.0,282
4170378.0,125
7102625.0,5
4100656.0,25
4197112.0,37
4111658.0,205
4116758.0,242
4108054.0,949
4179365.0,108
9013325.0,1
4103472.0,3
4102944.0,14
4102902.0,26
4105270.0,46
4176302.0,34
4199620.0,132
4160370.0,13
2622.0,11
4117252.0,493
4108013.0,154
9006332.0,54
4121801.0,217
4108007.0,252
4101922.0,1
4108037.0,614
4151542.0,44
8501200.0,5
4170102.0,1421
4111842.0,311
4100447.0,213
4111737.0,66
4110254.0,421
8501279.0,21
4130401.0,494
4114328.0,131
4150147.0,143
4100611.0,156
4100052.0,657
4199432.0,110
4101382.0,8
4117242.0,38
205.0,25
2640.0,29
4100561.0,173
4170352.0,138
4199632.0,164
4116785.0,193
4130126.0,305
4116887.0,205
4111622.0,138
4100050.0,474
4119346.0,26
4116724.0,76
4197468.0,97
4130518.0,190
4116744.0,26
1722.0,232
4117274.0,115
4108170.0,93
4170998.0,4
4118429.0,23
4116911.0,50
4100027.0,169
4160301.0,206
2806204.0,1
4170014.0,1
4116097.0,92
4108140.0,132
4195009.0,41
4197071.0,1
4116809.0,166
4123497.0,84
4170625.0,232
4150142.0,685
4108180.0,34
4160283.0,68
4178975.0,17
4179373.0,59
4100146.0,512
4114844.0,13
4100096.0,144
4178351.0,71
4197607.0,280
4116847.0,140
4505.0,103
4170522.0,193
1028.0,23
4101419.0,11
4176955.0,36
72098.0,44
4110308.0,305
4117346.0,33
4108015.0,165
4108226.0,169
4170507.0,694
4116711.0,200
4160259.0,112
4195615.0,108
4110191.0,49
4110259.0,76
4103603.0,58
4102828.0,422
4114202.0,170
4117294.0,47
4116108.0,19
4179141.0,230
4160281.0,444
4108177.0,95
9160214.0,66
4196857.0,75
4117382.0,19
4170487.0,35
4107922.0,8
4160269.0,121
4116850.0,235
4103524.0,12
4100065.0,143
9002639.0,3
4108010.0,140
4116611.0,136
8002271.0,4
4113578.0,179
4117280.0,394
9005289.0,2
4115604.0,402
4116974.0,47
4195995.0,169
1275.0,5
4123266.0,121
4122786.0,48
4122788.0,50
2746.0,61
4100103.0,300
4114951.0,9
4102830.0,92
4130374.0,9
4116799.0,201
4170264.0,156
4121258.0,1
4151628.0,67
4170336.0,187
4121775.0,467
4111810.0,103
4108199.0,116
4130412.0,459
4117254.0,427
4111752.0,174
4100089.0,187
4150349.0,43
4116858.0,227
4100140.0,760
4103625.0,159
4116674.0,693
4100612.0,157
4105339.0,32
4102912.0,99
4116894.0,303
4115596.0,35
4100443.0,150
4176934.0,54
4108090.0,187
1851.0,123
4135040.0,161
4117396.0,172
224.0,98
4170978.0,359
4170394.0,77
4102833.0,125
4108142.0,150
4111825.0,18
4135033.0,204
4102894.0,388
4103533.0,25
4130034.0,226
4130056.0,137
4118278.0,11
4160290.0,352
4160284.0,122
4170921.0,215
4103591.0,157
4113572.0,135
4103258.0,50
4135024.0,243
4179200.0,152
4111789.0,15
4110090.0,33
4108215.0,257
4114339.0,161
4117053.0,148
432.0,35
4135022.0,84
4170867.0,160
203.0,63
4130430.0,115
4100560.0,142
4119948.0,47
4105345.0,2
4119949.0,3
4150177.0,113
4111743.0,572
4108195.0,78
4197463.0,713
4116684.0,61
4199619.0,95
4102827.0,456
4117039.0,170
4170825.0,62
4117289.0,167
4122165.0,25
4116864.0,123
4103612.0,10
4103595.0,124
4130061.0,50
4113773.0,238
8501867.0,2
4103273.0,3
4107945.0,50
226.0,180
4100156.0,351
4103426.0,4
4131034.0,559
4108156.0,168
9036300.0,11
4195605.0,167
4150166.0,216
4117009.0,78
9008780.0,12
9010767.0,5
4308.0,138
4120443.0,104
4100128.0,131
4110266.0,109
4113824.0,4
4170266.0,23
4170290.0,73
4113329.0,145
4119428.0,193
4130155.0,209
4160261.0,82
4117001.0,44
4199723.0,85
4117283.0,87
4196125.0,4
9115604.0,27
9000128.0,10
4117008.0,25
4515.0,33
4195712.0,13
4111747.0,102
4122756.0,23
4195606.0,38
4160243.0,8
4108208.0,47
4106937.0,3
4130442.0,316
4116856.0,187
4130523.0,6
4117290.0,113
1501.0,25
4100164.0,141
4150194.0,53
4170526.0,117
4117917.0,7
4116691.0,398
4116689.0,203
4102864.0,56
4108139.0,184
4116874.0,454
4116941.0,27
4113434.0,42
4117367.0,318
312.0,13
4116914.0,24
4199433.0,65
9034418.0,14
1004.0,66
9176938.0,45
4170433.0,4
4178968.0,116
4103493.0,204
4121431.0,98
9656.0,4
4170095.0,202
4117306.0,130
4100105.0,234
4199618.0,44
4117852.0,6
4160313.0,79
4160328.0,67
4170246.0,67
4111637.0,103
4160217.0,21
4117247.0,140
4100098.0,157
4116679.0,99
8003099.0,1
4110.0,22
4100607.0,58
4105248.0,85
4117282.0,122
4103726.0,50
4116846.0,155
4130133.0,89
4116675.0,95
4105218.0,10
4111738.0,142
4116966.0,167
4108174.0,286
4116782.0,89
4176761.0,180
4170255.0,180
4116814.0,208
4111753.0,172
4150157.0,113
4176093.0,7
4198878.0,4
4110061.0,5
4111639.0,57
4110030.0,1
2821.0,82
4199315.0,87
1702.0,505
4116998.0,247
4110078.0,501
4102813.0,9
4179364.0,31
4116268.0,60
1003.0,85
4503.0,14
4118392.0,13
4100532.0,126
4195701.0,68
2747.0,86
4116903.0,14
4105602.0,4
4130332.0,10
4117201.0,68
4102868.0,32
4102898.0,22
4102900.0,20
4103812.0,33
4195607.0,82
72754.0,6
4108009.0,98
4199880.0,194
4176977.0,43
4108021.0,97
4102885.0,4
4130114.0,64
4130463.0,46
4113325.0,44
4199883.0,152
4130555.0,26
4108028.0,387
4179149.0,240
4108099.0,173
4111749.0,210
4151663.0,372
4105283.0,2
4101880.0,26
4100608.0,168
4114081.0,8
4116937.0,21
10661.0,6
72782.0,14
4119370.0,6
4100037.0,247
4116848.0,151
4121777.0,52
8001612.0,7
4100568.0,64
10734.0,3
4150258.0,39
4197438.0,269
4117918.0,14
4150113.0,37
4511.0,20
11277.0,1
4130522.0,23
4117027.0,6
4160341.0,117
4100558.0,219
4103484.0,117
4151749.0,216
4195702.0,85
434.0,70
201.0,10
4115057.0,53
4179192.0,16
4170070.0,2
4100653.0,44
4122747.0,4
327.0,75
4103775.0,3
4116686.0,214
1850.0,44
4150330.0,99
4113314.0,43
4117340.0,92
4160299.0,5
9001587.0,5
7103537.0,135
4199457.0,6
4130395.0,4
4109278.0,28
4179366.0,59
155.0,19
4118424.0,9
4116972.0,152
1727.0,141
9036728.0,3
4123706.0,62
4113320.0,85
4108420.0,36
9117865.0,15
4117859.0,5
4170971.0,120
4115781.0,9
4100114.0,371
4130441.0,20
4106950.0,26
4100008.0,34
4170474.0,129
4113968.0,3
4117038.0,261
4151574.0,4
4117258.0,159
4117276.0,40
4118290.0,145
4176335.0,17
4117224.0,25
4108086.0,265
4111638.0,65
4100566.0,46
4135067.0,84
4116902.0,235
9002681.0,24
4114354.0,62
4113330.0,265
2749.0,64
4151723.0,142
4150342.0,139
4110393.0,10
4111919.0,39
4121766.0,300
4108186.0,115
4130409.0,95
4198975.0,432
4199469.0,10
4101428.0,50
4121995.0,81
4120442.0,139
4113772.0,136
4117043.0,33
4170664.0,263
4116849.0,8
4120453.0,155
8501458.0,1
1030.0,130
4199597.0,46
4116948.0,388
4116798.0,211
4111629.0,17
4150256.0,89
4100255.0,3
4135045.0,85
4151544.0,36
4112036.0,217
1703.0,169
4150250.0,170
418.0,22
4130063.0,127
4111751.0,201
4195718.0,224
4103285.0,17
4111734.0,60
9006599.0,2
150.0,153
4120456.0,17
4111887.0,101
4116890.0,134
4111872.0,205
4111869.0,40
4116924.0,71
4116844.0,184
70906.0,2
9002597.0,5
4195996.0,19
4111874.0,186
4116796.0,33
72056.0,12
8601362.0,2
4108438.0,11
4130117.0,205
4121329.0,40
4170528.0,10
4116958.0,50
4170527.0,54
4107395.0,21
4108144.0,192
4195609.0,73
4170429.0,273
4199071.0,46
4135057.0,22
4111821.0,390
4151660.0,1
4177298.0,1
4197714.0,8
1857.0,404
4150153.0,165
2555.0,3
4117007.0,117
4176776.0,111
4119297.0,4
4160314.0,113
4100637.0,42
4113449.0,107
4116811.0,136
4120048.0,180
4179339.0,167
4108148.0,70
2800608.0,1
4117361.0,25
238.0,100
4196956.0,21
4115603.0,144
4151562.0,3
4170936.0,66
4130466.0,136
4150341.0,21
4117423.0,61
4113648.0,96
4109608.0,392
4131033.0,170
1757.0,55
9002132.0,37
4115062.0,68
4176330.0,79
4177001.0,194
4100043.0,195
4176963.0,321
237.0,39
4113461.0,2
4114846.0,53
4119417.0,121
4108016.0,85
4101531.0,59
4100451.0,159
4170919.0,21
1806.0,59
4108141.0,403
8856.0,149
9000073.0,4
4100647.0,131
4179314.0,98
4101605.0,121
4100066.0,83
4111866.0,37
14502.0,17
9000146.0,72
171330.0,1
4109847.0,1
4195699.0,125
4130092.0,71
4100463.0,131
4170123.0,112
4130405.0,456
4117399.0,22
4130088.0,34
4199068.0,13
4108087.0,262
4122203.0,18
4107850.0,50
4160324.0,132
4114462.0,213
4117016.0,111
9114951.0,10
4122163.0,4
4150182.0,53
