,20180702이용횟수
4150348.0,93
4160291.0,300
239.0,159
9005517.0,12
4110130.0,1259
4197002.0,25
4107946.0,364
4116837.0,683
4107929.0,1108
4116863.0,185
4116753.0,307
4108212.0,255
4116875.0,1007
4170123.0,108
4100506.0,13
1853.0,271
4116880.0,869
4111748.0,257
1866.0,387
4108049.0,503
4160307.0,238
4170966.0,141
4151634.0,142
4101578.0,49
4116711.0,185
1803.0,75
4130401.0,455
4100530.0,89
2823.0,308
4100049.0,2146
4117332.0,182
4100159.0,314
4179339.0,201
4160282.0,164
4108069.0,1560
4116396.0,89
4116995.0,51
4100077.0,306
4108093.0,622
4160253.0,121
4170474.0,120
327.0,69
4108012.0,242
4116943.0,626
4110255.0,213
4110256.0,189
4199862.0,6
1862.0,649
4116890.0,119
4100129.0,786
4170099.0,843
4116704.0,175
4108130.0,1901
4116981.0,426
9450.0,1
1708.0,554
4160272.0,913
4100051.0,2018
4108108.0,700
4108091.0,38
4199496.0,236
4116807.0,217
4122174.0,1054
4105379.0,353
11926.0,2
4150258.0,35
4108229.0,667
4108043.0,865
4102831.0,1305
4108187.0,433
4150139.0,144
4111744.0,1067
4100157.0,157
4108143.0,423
4108145.0,471
4100147.0,303
74931.0,30
4107613.0,2
4109608.0,300
4151750.0,1053
4108188.0,943
4195718.0,198
433.0,340
4102881.0,8
4116878.0,235
4108216.0,676
4150194.0,45
4116882.0,2033
4130519.0,240
222.0,703
4103279.0,916
4170731.0,160
4199776.0,37
4107937.0,1101
4103593.0,762
4100118.0,345
4115048.0,166
1724.0,532
4116760.0,2632
4170095.0,208
4130466.0,148
4102816.0,7
4100158.0,445
4117283.0,84
4108165.0,880
4170094.0,160
4170347.0,208
4170407.0,190
4170107.0,923
4116883.0,1658
4150166.0,185
4111741.0,257
4116594.0,14
1455.0,275
4100006.0,202
4108173.0,851
329.0,65
4111753.0,171
4170805.0,192
4108139.0,198
4119387.0,5
4111847.0,409
4150135.0,287
4160254.0,111
4170100.0,1063
4117340.0,73
1851.0,118
4135022.0,84
238.0,103
4108431.0,187
4150273.0,60
4102894.0,358
4117278.0,226
4110304.0,7
4100464.0,257
4116388.0,42
4113448.0,73
4197608.0,59
4130286.0,72
4129.0,44
4108041.0,2401
4116927.0,513
4125.0,366
4150253.0,102
4121766.0,285
4100039.0,426
4100013.0,566
4113570.0,124
4108158.0,274
4195608.0,31
232.0,360
4100577.0,511
4130403.0,705
4130506.0,377
4100042.0,898
4117318.0,502
4197557.0,16
4111820.0,144
4170264.0,125
1005.0,94
4170267.0,99
4121326.0,41
4197609.0,79
4100610.0,252
4116915.0,63
4108042.0,313
4170353.0,147
4150254.0,81
4119247.0,9
4199066.0,80
4108147.0,614
4179371.0,1434
4135597.0,142
214.0,37
1855.0,786
4116945.0,144
1871.0,1511
4105382.0,493
4108220.0,519
4176963.0,275
4116867.0,407
4116852.0,535
4117044.0,289
4116851.0,483
4107953.0,274
4107942.0,834
4100047.0,174
4107936.0,429
4117280.0,350
4130143.0,1
4130154.0,7
4117231.0,712
4116979.0,272
4116972.0,149
4130332.0,12
1719.0,1406
4113829.0,2
4135041.0,71
4130419.0,872
4116982.0,883
4116696.0,281
4170943.0,619
4130435.0,324
4151723.0,114
4100016.0,633
4130134.0,244
4117047.0,130
4108055.0,119
4116956.0,518
4117402.0,2
1715.0,687
1024.0,46
4117256.0,293
4114452.0,74
4110054.0,22
4108050.0,319
4108054.0,836
4176943.0,221
4130518.0,178
4130516.0,119
4108070.0,956
4116818.0,151
4107930.0,809
4117038.0,235
4197467.0,1182
4112024.0,727
4130497.0,27
4170271.0,1599
4108134.0,539
4100037.0,237
4199620.0,115
4100126.0,1536
4100092.0,143
4114743.0,139
4113321.0,270
4101428.0,36
4100059.0,205
4170102.0,1408
4116994.0,310
4108065.0,740
4170103.0,604
4116811.0,131
4107935.0,1899
4117253.0,681
4100116.0,1063
4100028.0,543
4170113.0,1372
4100441.0,270
4100460.0,123
4113600.0,79
4107045.0,13
2529.0,22
7103537.0,203
4160301.0,203
4151704.0,702
4108112.0,731
4122177.0,253
4116872.0,404
4150142.0,665
4170342.0,171
7102877.0,224
4107951.0,291
4160359.0,250
4116828.0,632
4116910.0,591
4116862.0,223
4116856.0,154
4170481.0,468
4199071.0,53
4130524.0,115
4195607.0,72
4108185.0,461
4113648.0,107
1714.0,297
4179334.0,644
4117052.0,373
4116965.0,493
4108079.0,567
4116887.0,178
4105955.0,3
4151631.0,280
4170867.0,142
4197464.0,864
4130130.0,349
4170258.0,147
4130034.0,229
9130117.0,6
4117031.0,311
4116854.0,504
2800241.0,1
4195614.0,34
4179149.0,197
4178321.0,2
4108092.0,752
4116906.0,742
4116922.0,1738
4103838.0,1
4100103.0,256
4113599.0,1079
4110308.0,269
4100145.0,313
4195496.0,518
1870.0,477
4110114.0,8
4199895.0,83
4117187.0,2
9010498.0,1
229.0,33
220.0,303
4160341.0,112
4117024.0,36
4102909.0,15
4196857.0,51
4106.0,10
4117381.0,56
4116874.0,423
4179315.0,42
4108053.0,806
4116833.0,411
4116899.0,1470
4318.0,380
7816.0,30
4116940.0,683
4102826.0,1181
4116362.0,37
4116877.0,743
4160350.0,58
4102921.0,149
4102830.0,89
4116983.0,332
1861.0,129
4130544.0,112
4116814.0,193
1872.0,511
4160358.0,517
4103807.0,27
4100154.0,722
4170101.0,867
4105381.0,384
4120048.0,159
4111922.0,130
4115603.0,119
4176335.0,15
4117224.0,25
4108199.0,117
4113572.0,110
4117321.0,770
4130404.0,443
4111688.0,25
4100451.0,162
2824.0,136
8502228.0,3
4199587.0,29
4111813.0,112
4116759.0,998
4197554.0,558
4107932.0,327
4108159.0,517
4130184.0,9
4116842.0,674
4116980.0,202
4116967.0,330
4199885.0,61
4114239.0,387
4121395.0,15
4116859.0,327
1850.0,63
4100529.0,269
4100050.0,400
4176356.0,35
4111743.0,514
4111846.0,189
4116902.0,239
4105371.0,116
4115056.0,83
4119241.0,32
4116800.0,251
4108213.0,120
4170245.0,254
4130126.0,265
4116860.0,157
4108094.0,95
4100035.0,335
4108133.0,172
4179349.0,67
4117214.0,13
4116729.0,160
1868.0,1121
4100020.0,460
4114206.0,247
4108062.0,796
4307.0,437
4111839.0,968
4116787.0,570
4130123.0,922
4111821.0,397
4314.0,451
4119392.0,30
4117202.0,93
4170272.0,146
4160306.0,343
4116911.0,56
4170348.0,91
4108208.0,51
4170974.0,598
4115189.0,27
4116918.0,92
4170351.0,53
4108045.0,755
4196044.0,10
4100132.0,69
4151749.0,250
4176927.0,2
4100161.0,164
9035009.0,2
71877.0,9
1702.0,470
1729.0,263
1030.0,121
4199431.0,13
1749.0,171
1726.0,32
4179327.0,299
4110078.0,488
4116942.0,110
4114238.0,336
4117388.0,122
4108020.0,130
4130053.0,41
4197587.0,7
4151724.0,137
1858.0,949
4170120.0,51
4170942.0,455
4108137.0,223
4151726.0,69
4116675.0,90
4113772.0,121
4317.0,424
4116930.0,252
4116855.0,106
4122331.0,172
4123448.0,41
4116791.0,187
4114342.0,65
8864.0,20
4121813.0,154
4108051.0,831
4116970.0,183
4116971.0,194
4100087.0,179
224.0,95
4100144.0,438
4107668.0,674
4108140.0,120
4103595.0,113
4116868.0,270
226.0,168
4114462.0,209
4120750.0,230
4111811.0,107
4170270.0,48
4120457.0,142
2760.0,16
4117045.0,555
4100153.0,214
4102890.0,43
4116907.0,366
4117265.0,232
2625.0,6
8994.0,4
4108538.0,59
4120977.0,8
4197593.0,446
4100041.0,247
4100024.0,734
4197470.0,288
1822.0,13
4130097.0,133
4102931.0,60
1710.0,334
4123751.0,13
4150257.0,57
4108015.0,137
331.0,156
4108016.0,49
4123689.0,146
4178223.0,11
4102916.0,26
4102825.0,671
4116881.0,266
4116692.0,377
4160346.0,161
13529.0,1
10634.0,4
4195605.0,146
4118523.0,5
4311.0,514
4150144.0,564
4103366.0,1
4108135.0,224
4100164.0,105
4100508.0,9
4100385.0,102
4108131.0,143
4111752.0,183
4111816.0,114
4100084.0,359
2800637.0,1
2761.0,17
4100532.0,129
4130405.0,433
4170332.0,47
4107893.0,39
4116663.0,42
4116666.0,91
4100083.0,596
4117285.0,252
4116691.0,305
4116891.0,196
4170963.0,191
4130129.0,329
4199435.0,903
4199077.0,137
4116847.0,122
4108125.0,150
4117252.0,442
9110211.0,1
4108144.0,151
4107846.0,421
4111848.0,788
4130059.0,332
4195013.0,13
4179378.0,332
4100140.0,657
4160249.0,278
9179350.0,11
4114207.0,181
4108179.0,56
415.0,6
4116713.0,501
4116268.0,42
4117227.0,146
4170246.0,60
4111912.0,97
4160361.0,34
4108225.0,261
4116973.0,132
4108052.0,909
4105383.0,278
9108231.0,164
4150344.0,237
1865.0,451
4108224.0,346
4108166.0,176
4108022.0,164
2640.0,16
4196114.0,16
4110270.0,733
4131033.0,162
4111669.0,24
4116921.0,152
4116835.0,371
4111900.0,237
4170352.0,108
4130064.0,190
4179386.0,311
4100010.0,29
4111725.0,20
4111640.0,86
9012549.0,7
1703.0,160
4179319.0,443
4209.0,4
4197552.0,457
4130108.0,53
4179366.0,51
4100058.0,277
74935.0,28
9751.0,3
4195599.0,218
4179385.0,67
4102943.0,45
72527.0,11
4110090.0,26
4102822.0,29
4100117.0,400
4100124.0,103
4108215.0,204
4116977.0,184
4199603.0,195
4108103.0,377
4105633.0,20
4100135.0,101
4111645.0,79
75441.0,2
1016.0,11
8502221.0,11
4135007.0,204
4108226.0,143
4100444.0,298
4116611.0,124
4107892.0,26
4131034.0,483
4197465.0,416
4313.0,267
4122332.0,634
4108126.0,382
4122304.0,60
4115023.0,12
4108074.0,32
8003138.0,155
9001588.0,9
4116660.0,231
4101524.0,166
4117051.0,634
4108176.0,369
4179316.0,105
4130062.0,122
4130055.0,150
4199692.0,213
4108172.0,460
4116917.0,52
4109413.0,2
4104693.0,27
4170507.0,682
154.0,36
4111685.0,44
4150332.0,231
4116834.0,229
234.0,163
4110192.0,25
2802399.0,1
4100130.0,227
4122171.0,41
4117237.0,1
4199622.0,70
4171001.0,21
4199781.0,1
4135070.0,306
4135037.0,604
4160360.0,136
4178853.0,7
4108048.0,421
1721.0,186
4100097.0,119
152.0,121
4198644.0,527
4118272.0,2
9036444.0,1
4100102.0,203
4197604.0,94
4123265.0,118
4116620.0,10
4101464.0,5
4116316.0,16
4150145.0,192
1756.0,85
4102839.0,64
9117184.0,130
4179355.0,52
4116752.0,2
4130035.0,59
4199619.0,71
4107943.0,325
10700.0,9
70939.0,4
2817.0,33
4179223.0,417
4176323.0,160
4150148.0,44
4111812.0,139
4114208.0,109
4130402.0,297
4100040.0,196
4100044.0,15
4115188.0,23
4100553.0,74
4110081.0,289
4108195.0,50
4170918.0,216
4195060.0,34
4170110.0,172
4107070.0,6
4100019.0,19
4116111.0,38
4130553.0,5
4130228.0,97
4176941.0,34
4130431.0,41
4113326.0,62
4117240.0,39
4117326.0,93
4101977.0,15
4108160.0,157
4179335.0,265
4117397.0,1
4130426.0,28
4130434.0,193
4103602.0,48
4100057.0,310
4121007.0,16
4120435.0,109
4116845.0,182
4100018.0,625
4113315.0,3
4179333.0,231
2820.0,86
4135033.0,201
4135036.0,203
4160309.0,436
9003468.0,2
1860.0,98
4111736.0,541
4111918.0,25
4150553.0,122
9002676.0,3
4100023.0,475
4108096.0,271
8812.0,85
9003447.0,2
4130127.0,136
204.0,11
4123497.0,66
4130052.0,28
339.0,46
211.0,72
4116694.0,12
4176946.0,284
4198975.0,324
2752.0,18
4117367.0,267
9107847.0,1
4100565.0,202
4116850.0,213
4116678.0,618
1707.0,405
4197438.0,187
4100101.0,476
4195995.0,140
4116984.0,155
4116991.0,270
4170876.0,203
4100790.0,2
1006.0,270
4170336.0,151
4102827.0,409
4198645.0,436
4130412.0,421
2635.0,6
4179358.0,56
4117365.0,37
4100113.0,515
4100027.0,120
4150164.0,111
4150259.0,53
4117287.0,590
4117347.0,15
4130522.0,21
4199361.0,278
335.0,29
4160284.0,88
4108178.0,297
4108150.0,348
4117389.0,7
4108180.0,68
4116731.0,88
4170841.0,304
9036951.0,3
4115605.0,7
4105306.0,263
4119143.0,54
4108114.0,501
4176953.0,218
4103514.0,1
9668.0,2
4170282.0,104
4195727.0,44
4198973.0,16
4130406.0,566
4160382.0,247
4110107.0,91
4110183.0,6
4107933.0,502
9170487.0,127
4111745.0,155
4130083.0,215
9606338.0,5
4151628.0,70
4130082.0,14
4130117.0,172
4195019.0,68
4117059.0,238
4151544.0,40
4111874.0,185
4115594.0,148
4170415.0,165
4108146.0,256
4117268.0,242
1004.0,69
4106971.0,12
1722.0,213
4108170.0,88
2733.0,42
4116695.0,184
4151727.0,198
4197466.0,61
4100571.0,26
4116829.0,211
4179325.0,39
72091.0,41
4150240.0,13
4111749.0,163
4115042.0,15
4126.0,46
210.0,17
4108057.0,146
9100146.0,30
9034649.0,16
4179257.0,4
4117063.0,14
4116383.0,20
4179356.0,164
4108227.0,200
4116870.0,150
4118338.0,144
4117049.0,223
4108182.0,66
4101997.0,5
4100528.0,36
4116682.0,455
4116894.0,249
4118372.0,9
4118373.0,27
4102746.0,1
4116690.0,210
4150119.0,4
4112045.0,77
4130156.0,299
4108017.0,152
4123658.0,84
4123162.0,7
1706.0,690
4117262.0,8
4117306.0,113
4114356.0,49
4100030.0,385
4120072.0,20
4117264.0,262
4135517.0,147
4179184.0,7
4110105.0,143
4150177.0,98
4117056.0,385
4120449.0,321
4100611.0,119
4100452.0,303
4116928.0,226
4179347.0,134
4130096.0,133
4199056.0,31
4111889.0,149
4170105.0,212
1955.0,3
4116963.0,394
4130552.0,37
9009603.0,8
4107931.0,393
9002597.0,4
2818.0,38
4151547.0,83
9010848.0,3
4108221.0,428
4100091.0,123
4195036.0,14
4119029.0,63
4150165.0,249
4170487.0,29
4108018.0,405
4108086.0,235
4117291.0,44
1802.0,22
4119390.0,27
4100564.0,240
4179350.0,328
4101605.0,112
4103555.0,25
4121990.0,2
4117292.0,100
4111826.0,158
4118569.0,10
4103591.0,139
4100075.0,75
4197589.0,55
4170971.0,88
8011.0,8
4100105.0,245
4116816.0,313
4109899.0,25
4113578.0,152
1727.0,130
4108102.0,128
4116953.0,169
4112026.0,166
4199475.0,72
4120438.0,280
4108101.0,207
2611.0,14
4116869.0,105
4111626.0,121
4100608.0,132
4100566.0,38
4111842.0,294
4123044.0,2
2821.0,85
4119954.0,134
4100111.0,161
4101346.0,2
4121801.0,176
4150150.0,134
4103676.0,8
4100081.0,68
4100076.0,263
9012517.0,42
9004047.0,6
4108087.0,266
4111739.0,69
1859.0,391
72753.0,1
9006339.0,87
9176915.0,52
4116810.0,65
4170977.0,542
4170806.0,260
4151541.0,124
4118152.0,47
4108077.0,273
4116955.0,216
4170429.0,284
4101422.0,8
4509.0,16
4103640.0,79
4170338.0,157
332.0,69
423.0,55
4116801.0,216
4116948.0,377
9117632.0,5
4100450.0,99
4116998.0,196
4100100.0,91
4122086.0,18
4108169.0,285
4108036.0,1344
4199772.0,47
4197690.0,295
8515.0,23
8001639.0,19
4111750.0,214
4100065.0,117
4135026.0,179
4100060.0,186
1864.0,150
4100066.0,82
4170400.0,136
4135021.0,91
4100576.0,294
4179235.0,3
4100459.0,75
4112209.0,8
4112129.0,1
4110257.0,34
4116843.0,111
1701.0,204
4116677.0,257
4103848.0,5
4100053.0,431
4116657.0,213
9179154.0,86
1201.0,8
8001638.0,8
4111814.0,194
4315.0,452
219.0,319
4108171.0,199
4100052.0,570
4116700.0,185
4199315.0,106
4130132.0,73
4199432.0,97
4197563.0,71
4117273.0,60
4179346.0,12
4117070.0,407
4111614.0,106
4105808.0,1
4116802.0,137
4101536.0,57
1720.0,137
4116848.0,124
4101528.0,256
4110167.0,16
4100607.0,51
4108168.0,260
4199933.0,173
4160336.0,71
324.0,7
4130116.0,422
4116866.0,36
4117286.0,162
223.0,274
4116726.0,129
4176819.0,136
4111911.0,96
4150175.0,31
4179126.0,160
4100114.0,356
4117410.0,75
4130128.0,215
8002695.0,1
9006483.0,3
4170498.0,81
8001780.0,63
74922.0,28
1704.0,354
4116978.0,87
2748.0,355
4103484.0,90
4114339.0,133
4103813.0,19
9887.0,2
4195699.0,129
4100002.0,29
4102153.0,8
4101881.0,7
1754.0,245
8501728.0,1
4116947.0,297
9105313.0,54
4116985.0,207
4117276.0,39
4105372.0,76
10770.0,1
4195495.0,122
4108217.0,115
4130423.0,89
4179380.0,25
4178947.0,45
4100443.0,130
4114908.0,160
4170263.0,175
4111644.0,87
4111841.0,301
4108038.0,419
4102828.0,401
4116986.0,33
4111914.0,12
7101697.0,18
4170664.0,247
4108007.0,227
4505.0,50
4116909.0,215
4103623.0,147
4100612.0,117
4100609.0,227
4116819.0,196
4116876.0,678
10401.0,1
2522.0,36
4198933.0,5
4108098.0,230
4114075.0,105
4110191.0,39
4150157.0,103
1848.0,78
4114204.0,133
4100123.0,85
4111658.0,156
4196109.0,10
4197468.0,86
4116964.0,342
4115089.0,9
4115064.0,231
4135052.0,3
4179321.0,327
4108121.0,258
4117379.0,50
4135019.0,107
4179200.0,135
4100445.0,150
4105278.0,4
4105269.0,24
4195700.0,219
4170542.0,161
4100462.0,90
4170765.0,9
4118117.0,27
4100072.0,142
4111890.0,95
4117269.0,85
4100086.0,135
4106959.0,14
4106968.0,16
4170106.0,714
4160219.0,49
4117010.0,256
4151732.0,36
4100505.0,14
4130517.0,87
4115117.0,15
4108095.0,143
319.0,23
7101992.0,1
4121010.0,174
4111646.0,20
4114205.0,345
4160269.0,148
4117232.0,131
4170523.0,141
4117233.0,372
4103639.0,121
4135024.0,229
4103567.0,40
4117288.0,126
4113449.0,81
4116898.0,351
8913.0,4
7103440.0,5
4111167.0,2
4113319.0,96
4135518.0,84
4117281.0,113
8120.0,20
2751.0,18
8001792.0,1
4116794.0,108
4160328.0,64
4112036.0,196
4108037.0,568
4111868.0,106
4130554.0,7
4130442.0,317
4160222.0,96
4170350.0,46
4100498.0,196
2734.0,28
4119315.0,13
4512.0,45
4100089.0,152
1856.0,310
2747.0,91
2819.0,123
8003108.0,2
158.0,24
4100703.0,20
4121431.0,82
4100156.0,276
4170281.0,41
4199632.0,153
2759.0,7
1709.0,251
4108014.0,241
4102922.0,17
4108205.0,71
4160311.0,93
4117022.0,127
4151793.0,4
2802381.0,1
2802361.0,2
4116539.0,22
4170984.0,89
4116680.0,250
217.0,29
4112121.0,4
4116844.0,173
4111742.0,302
4113334.0,42
4130487.0,75
4114329.0,83
4123753.0,53
4116905.0,124
4117254.0,403
4117396.0,134
4130421.0,118
4122787.0,53
4135020.0,106
4122178.0,4
4150330.0,87
4112032.0,130
414.0,28
4170526.0,107
4117249.0,65
4160314.0,86
4179340.0,169
4113330.0,224
4170995.0,306
4160362.0,220
4116674.0,634
4199628.0,39
4199631.0,238
4116686.0,199
4116929.0,73
4151640.0,435
4119255.0,18
4111827.0,36
4113773.0,229
4111714.0,218
4196067.0,27
4107919.0,31
4135006.0,56
4111625.0,149
4150353.0,49
8001762.0,3
4160290.0,329
4179144.0,5
4105249.0,14
4117255.0,208
4100062.0,78
4100082.0,67
4116709.0,166
1456.0,229
4100527.0,313
4100448.0,133
4116797.0,165
4116944.0,45
4176324.0,44
4117289.0,160
4100386.0,82
4108011.0,192
4103606.0,41
4130057.0,156
4150255.0,85
4117023.0,98
4198679.0,29
4130521.0,79
1718.0,321
4111823.0,90
1857.0,405
4111746.0,98
4111631.0,43
4103825.0,92
4111662.0,20
4108222.0,594
4130351.0,33
4117433.0,104
4101531.0,56
4116798.0,227
4116865.0,28
9034958.0,3
4151559.0,72
4150159.0,272
4115012.0,1
4117833.0,1
4116718.0,151
4111692.0,35
1401.0,15
4130293.0,50
4111819.0,167
9036148.0,1
4100064.0,180
4116517.0,184
72401.0,6
430.0,14
4176580.0,1
4100606.0,104
9279.0,12
4110281.0,6
4120441.0,44
4160340.0,82
4116689.0,187
4150161.0,125
4122901.0,18
4100558.0,184
9012883.0,2
4108056.0,139
1723.0,114
4151725.0,139
4101884.0,39
4102895.0,116
7102459.0,1
4111840.0,112
4179383.0,85
4107395.0,24
4101530.0,46
4101526.0,211
4119324.0,12
4170861.0,221
4179177.0,18
4119220.0,6
4130551.0,29
4117293.0,67
4176593.0,3
4108090.0,154
4108174.0,252
4150246.0,14
4111865.0,94
4160271.0,125
337.0,23
4176764.0,137
4103768.0,2
4103615.0,24
4103635.0,10
8002745.0,1
4101736.0,48
4116720.0,272
4130514.0,107
4100029.0,138
4116813.0,159
4813.0,1
9176942.0,35
4100063.0,96
1705.0,148
4197607.0,267
4119321.0,43
4199191.0,93
4101988.0,221
4101560.0,24
4178351.0,64
4117060.0,127
4177001.0,128
4130356.0,128
4116231.0,3
4199375.0,2
4100085.0,119
4123706.0,51
2718.0,6
4116717.0,208
1509.0,7
4116803.0,258
4170119.0,26
4110266.0,90
4111886.0,110
4111866.0,44
4117371.0,56
4105375.0,109
8002147.0,5
4111747.0,97
4117181.0,102
4100447.0,199
4116960.0,201
4199627.0,24
4150247.0,36
4150172.0,62
4108201.0,62
4110417.0,83
4108156.0,166
4123693.0,231
4130527.0,151
4111872.0,169
4150173.0,87
4117221.0,81
4170665.0,47
4119154.0,7
4312.0,100
4108059.0,279
4150147.0,95
4199775.0,66
70665.0,22
70636.0,1
228.0,99
318.0,33
316.0,3
4100004.0,35
4117311.0,65
8001829.0,9
9130062.0,35
4111634.0,66
4108177.0,77
74947.0,6
9000132.0,2
4122176.0,194
4116951.0,204
4115398.0,4
4103642.0,151
4122307.0,61
4135046.0,69
4111824.0,243
72096.0,11
4116750.0,192
4177325.0,6
4100625.0,23
9606336.0,36
4116889.0,67
4117284.0,66
4117188.0,38
4122167.0,17
4111789.0,6
4117018.0,62
4100497.0,92
4116630.0,5
4103625.0,159
4103493.0,214
9130392.0,44
9009487.0,1
7102092.0,11
4199880.0,172
4119441.0,10
4111628.0,113
9009851.0,3
4130354.0,243
4118257.0,2
4100561.0,156
4112077.0,3
4100098.0,148
4107947.0,33
4160247.0,27
4107077.0,21
4160313.0,76
4106935.0,3
4116181.0,120
4119365.0,33
1814.0,29
4110132.0,41
203.0,38
4122308.0,208
4111926.0,199
4179129.0,22
4135040.0,160
4130369.0,15
4130358.0,15
4130349.0,89
4116993.0,175
4100080.0,61
4100449.0,200
4100605.0,35
9135401.0,2
8502010.0,2
2619.0,15
4176975.0,25
4116793.0,277
4116746.0,22
4110672.0,21
4113329.0,133
4123496.0,32
4199072.0,204
4110412.0,2
4107106.0,2
4130422.0,13
4108138.0,348
4102866.0,30
4117275.0,13
418.0,21
4100122.0,111
4111733.0,11
4120454.0,333
8501934.0,6
72345.0,20
4130327.0,11
4199637.0,303
2814.0,17
4100413.0,8
4176938.0,22
4108124.0,148
4122679.0,22
4114211.0,134
4116757.0,373
240.0,122
1759.0,119
4111637.0,96
1763.0,24
4117236.0,49
4150667.0,2
8001779.0,2
4116952.0,141
4130370.0,18
1501.0,23
4116957.0,26
4195602.0,120
4116548.0,128
74915.0,4
4171013.0,8
4170970.0,119
72049.0,9
4170253.0,53
4103492.0,82
4103564.0,19
4179373.0,39
4117316.0,51
8501538.0,6
4170809.0,9
4117053.0,128
4135010.0,4
4116712.0,125
4176462.0,5
4108063.0,90
4195706.0,208
4199509.0,8
4197491.0,1
71344.0,29
4116353.0,270
4108105.0,116
4120443.0,78
1951.0,8
4111873.0,307
4170522.0,149
4179345.0,2
4114849.0,32
4160317.0,41
4160397.0,34
4170289.0,42
4179359.0,39
4117279.0,80
4119032.0,41
4107119.0,7
4170109.0,172
4115027.0,1
1852.0,137
9903.0,4
4170396.0,6
4117411.0,70
4116320.0,86
4170625.0,208
4117259.0,82
